review,rating,date,title
송강호 선배님 작품 많이 출연해주세요.. ㅠㅠ,10,2017.10.25,택시운전사
고고,10,2017.10.25,택시운전사
이런영화는1년에 한 번 나올락 말락 하는  영화다.,10,2017.10.25,택시운전사
"목숨걸고 518비극을 알린 훌륭한 인물들을 알게 해주고 친숙하게 해준, 인간미 넘치는 영화(!)를 만든 모든 분들께 감사를 ...!",10,2017.10.25,택시운전사
감동했고 가슴아파하고 울었다  그런데 마지막 택시몸빵은 개억지에 있던 감동도 사라지게하는 억지신파연기다 ㅡ 누구발상에서 나온 연출인지,9,2017.10.25,택시운전사
"최고의 소재, 참신한 시각, 노련한 배우, 쓰래기 각본",2,2017.10.25,택시운전사
"당신들이 없었다면 우리 아이들이 겪었어야 할 일일지도 모르겠네요 광주 시민여러분, 80년대 거리에 나왔던, 민주화를  외쳐불렀던 전국의 여러분께 감사의 말을 드리고 싶네요. 아기 재워놓고 방금 봤는데 쉽사리 잠이 올 것 같지 않습니다.",10,2017.10.25,택시운전사
"이 영화를 제작하고 볼 수있는 대한민국...  그다지인 연출이라  여긴다.   마지막 중사가 그냥 보내주는 장면은  많은 의미를 내포한다  여기고, 영화에서 유일하게 좋았던 부분이다.  많이 식상하다. 택시 몸빵신은 근래 보기드문 최악이었지만, 끊김없이 끝까지 본건 나름 몰입했다고 본다.",7,2017.10.24,택시운전사
"시기적으로 이슈화가 되어서 그렇지. 영화적으로만 보면, '박하사탕'이나 '화려한 휴가' 보다 훨씬 감동이 떨어지는 것 같다. 택시운전사 김사복씨가 거짓(독재정권)의 만행을 마주하면서 진실(민주주의)에 대해서 눈 뜨는 장면이 '변호인'에서 송우석 변호사와 너무 대비되고, 전남도청 장면도 긴박함이 떨어지고...",5,2017.10.23,택시운전사
아 슬프고 화가 난다..,10,2017.10.23,택시운전사
2000만을 돌파하면 좋겠네요~화이팅!!!,10,2017.10.23,택시운전사
역사적 사실을 떠나.. 영상속 감정만  본다면..솔직히 기대 이하였네요.. 송강호 배우님은 믿고보지만..전체적으로는  뭔가 부족함이 느껴지는듯. 광주 사태 묘사도 예전 모래시계 드라마속의 장면이 더 극적이고 여운이 남았던거같단 생각이 자꾸 들구요..ㅠㅠ,5,2017.10.23,택시운전사
감정적으로 폭발하지 않아서 좋았다. 실상은 더 참혹했겠지...,8,2017.10.23,택시운전사
최고입니다,10,2017.10.23,택시운전사
잊어선 안될 우리의 아픈 역사. 이 일은 광주에서 벌어졌지만 우리나라에서 벌어진 사건이다. 광주시민은 우리의 형제고 이웃인 것이다. 우리 이웃이며 형제인 광주 시민들을 학살한 전두환을 찬양하고 광주를 비하하는 자들은 천벌을 받아 마땅하다. 우리는 지역차별을 그만두고 지역차별을 부추긴 자들을 심판해야한다.,9,2017.10.21,택시운전사
주제는 무겁지만 영화가 따라가지 못 합니다. 영화 좋아하고 역사나 정치에 관심 있는 사람들에겐 다소 싱겁고 어설픈 영화. 영화 막 보기 시작하는 20대 초반에겐 나름 호소력이 있을 듯. 독일 기자역의 배우는 정말로 뻣뻣합니다. 독일 장교역에나 어울릴 듯.37년 만에 이런 정치 발전은 경제 발전보다 더 경이롭네요.,6,2017.10.21,택시운전사
무게감있고 비중있는 내용에 비해 허술한 진행력.,7,2017.10.21,택시운전사
"남편이랑 같이 보고있는데 옆에서 자꾸  ""도망가라 띠시야 도망가라고!!!  빨리!!!죽는다고!!!""  요래서 몰입하기힘들었음..  영화내용이 뻔한데  남편은 엄청 몰입했나봐요..",8,2017.10.21,택시운전사
땅이에요!,10,2017.10.21,택시운전사
뻔한주제와내용이라..그나마출연진들연기력이좋아서..,5,2017.10.20,택시운전사
역시 송강호.... 좀 어설픈 내용이긴 하지만... 인간미 넘치는 송강호배우때문에 편안하게 볼 수 있었네요. 류준열 유해진 외국기자역할 하신 분들 연기도 좋았고...근데 마지막 택시 추격씬은 너무  억지스러워서 감점입니다.,7,2017.10.19,택시운전사
송강호는 연기도 잘하지만 자신만의 색깔을가진 진정한  영화배우 중 한 사람인것같다 영화는 투쟁씬 등 몇몇 장면들에서 조금 아쉬움이 남는다.,7,2017.10.19,택시운전사
"서울에 사는 택시 운전사와 독일인 외신 기자의 눈으로 바라본 5.18 광주 민주화 운동. 그래서일까. 지극히 현실적이지만 100% 몰입할 수 없어서 아쉬웠음. 개인적으로는 '화려한 휴가'가 영화적 완성도가 더 높았다고 생각함. 그래도 류준열, 유해진 배우의 연기는 인상적이었음.",8,2017.10.17,택시운전사
좀 더 완성도 있게 만들었으면 하는 아쉬움이.. 그래도 정말 좋은 영화에요!,9,2017.10.16,택시운전사
"내내 눈물을 흘릴 수 밖에 없는 영화였으나, 투쟁씬과 추격씬 등 몇몇 장면에선 TV드라마가 아닌 '영화'이기에, 기대한 바가 많이 아쉬움",7,2017.10.16,택시운전사
최고다!,10,2017.10.15,택시운전사
영화 초반에는 살짝 지루한 감도 있었지만 갈수록 몰입해서 봤음... 송강호 뿐 아니라 외국인 배우의 연기는 정말 좋았다. 다만 류준열의 비중이 조금 적은 것 같아 그게 조금 아쉽다...,8,2017.10.15,택시운전사
훌륭합니다.,10,2017.10.14,택시운전사
너무  뭔가  감동적 이었 습니당,10,2017.10.14,택시운전사
하........,10,2017.10.14,택시운전사
이런영화 인생영화다 .,10,2017.10.14,택시운전사
기대가 컸는데 별로 재미없네요..그나마 송강호 배우 연기때문에 5점,5,2017.10.14,택시운전사
ㅠㅠ,10,2017.10.13,택시운전사
예상했던 스토리와 결말,7,2017.10.13,택시운전사
진짜 재미없다.,0,2017.10.13,택시운전사
기레기들아 이게 기자다.. 이걸 보고 기자 라는 자각을 얻길 바란다.,10,2017.10.13,택시운전사
절대 잊어서는 안될 일.. 직접 겪은 세대는 아니지만  너무 화가난다.. 아직도 폭동 이라느니  빨갱이들 이라며 매도하는 꼰대새끼들 때문에 더 화가난다,9,2017.10.12,택시운전사
악마들은 왜 안죽는거야...   가슴이 미치도록 시리고 아픈 이 역사...,10,2017.10.12,택시운전사
어렸을때 아빠가 광주사태 사진이라며. 숨겨두고 계셨던 기억이 아직도  생생합니다. 아빠가 절대 아무한테도 말하지 말라고 하셨었죠  사진속 장면은  말로 표현할수 없을만큼 영화보다 더 심했었죠  아빠가 살아계셨으면 많이 우리고 또 이렇게 영화로도 만들수 있는 세상이 왔다고 참 좋아하셨을것 같아요,10,2017.10.11,택시운전사
"초등학교 2학년, 5학년 아들들과 함께 봤습니다.아들들과 영화가 끝난후에 참으로 부끄러운 우리 역사한페이지를말하느라, 토론의 장(?)이 열렸습니다. 좋았습니다.",10,2017.10.11,택시운전사
잔잔히 울림을 주는 영화,9,2017.10.11,택시운전사
광주라는 무거운 주제임에도 불구하고 송광호의 자연스러움이 영화 전체를 잘 조화시켜던작품이다.,9,2017.10.11,택시운전사
good!,10,2017.10.11,택시운전사
80년 5.18을 현장에서 직접 겪은 나로서는 리얼리티가 너무나 부족하고 인위적인 설정이 조금은 눈에 거슬렸지만 이만큼이나마 진실을 알릴 수 있는 영화가 나왔다는데 감사와 찬사를 보낸다. 좀 더 현실에 가깝게 그려줬으면 얼마나 좋았을까 아쉽습니다만 5.18의 진실을 알게 된 사람이 늘었단는 것만으로도 뿌듯한 영화,9,2017.10.11,택시운전사
실화를 바탕으로 한 영화라 그런지 입소문대로 굿굿!!,8,2017.10.11,택시운전사
ㅈㄷㅎ  ㄱㅅㄲ  ㅆㅂㄴ,10,2017.10.11,택시운전사
보는 내내 눈물이 흐르던 그 영화,9,2017.10.11,택시운전사
송강호의 눈이 모든 단점들을 커버하여  결말로 안내한다.,8,2017.10.11,택시운전사
하고싶어요안될까요제발보내드립니다!네,10,2017.10.10,택시운전사
재미도 훌륭하고 리얼리티도 훌륭하네요,10,2017.10.10,택시운전사
그때 그시절의 아픔과 깨달음을  엿볼수 있었던 좋은 영화이다,10,2017.10.10,택시운전사
먹먹하니  여운이 많이 남는 영화네요,10,2017.10.10,택시운전사
정말 좋은 영화,10,2017.10.10,택시운전사
5/18정신을 잊지않겠습니다,10,2017.10.10,택시운전사
전두환이가 암살 당하길 기원하며,8,2017.10.10,택시운전사
후반ㅂ,7,2017.10.09,택시운전사
광주시민이 아닌 서울시민의 광주항쟁 경험사. 좀 더 리얼하게 그렸으면 하는 아쉬움. 택시 추격신은 오글거려서 못보겠음.,8,2017.10.09,택시운전사
항상 정의를 지키기는 힘들고 어렵다 그래서 그 가치가  큰 것이다 부디 가해자들은 지금이라도 희생자와 피해자분들에게 용서를 구하시길,9,2017.10.09,택시운전사
마지막..차량 액션이 오히려 감점...뭐 다른 분들은 좋아하셨을 수도 있겠네요,8,2017.10.09,택시운전사
안보신 분들 꼭 보시길 추천합니다.,10,2017.10.09,택시운전사
ㅠㅠ... 희생되신 분의  삼가고인의  명복을 빕니다.,10,2017.10.09,택시운전사
"전두환노태우이명박그네 이것들이 광주와 민주를 짓밟은 것들! 이제 적폐청산을 왜 해야하는지 각오를 다지게 하는 영화! 그 많은 기자들과 방송인이 있었고 지식인이 있어건만 우리스스로는 한마디 못하고 외국인 기자의 용감함에 기대어야 했는지...끝까지 목숨을 건 투쟁에 운전기사, 노동자 등 평범한 사람이 많았다!",8,2017.10.09,택시운전사
"택시운전사를 보면서 87년 6월 새벽, 부산역에서 전경들에게 포위가 되었을때 부두길로 백대가 넘는 택시 기사님들이 덤프 트럭을 앞세우고 우리 시위대를 구출해준 일이 생각나네요. 늦었지만 감사드립니다.",10,2017.10.08,택시운전사
광주시민 여러분 존경합니다. 그리고 감사합니다. 꼭 님들의 희생과 정신을 기억하겠습니다.,9,2017.10.08,택시운전사
반드시 한번은 봐야할 영화!,10,2017.10.08,택시운전사
믿고 보는 송강호!,8,2017.10.08,택시운전사
"영화를 보면서 내 자신이 한 없이 비겁하게 살아왔다는 후회, 자괴감난 그 때 그 시절 뭐하고 살았나시대정신은 참여하며 생기는 것친구가 수배되어 쫓겨다닐 때 잠재워준거친구가 잡혀서 불면 나도 잡혀서 줘 터질뻔 한 시절그 시절 내내 항상 불안, 우울했던 기억이 있다.",10,2017.10.08,택시운전사
광주폭동사태라고 아직 믿는 인간들이 있다는게 답답하네요,10,2017.10.08,택시운전사
완성도가  높은 영화다. 시간가는 줄 모르고 집중해서  봤다.,10,2017.10.08,택시운전사
언제나 진실은 반드시 밝혀져야 한다고 생각합니다.,10,2017.10.07,택시운전사
가슴이 먹먹한......,9,2017.10.07,택시운전사
감사합니다.,10,2017.10.07,택시운전사
영화 진짜 잘 만들었네요 끝날때까지 긴장감을 늦출 수 없었어요~~ 꼭 스릴러를 보는 것 같은.... 우리나라의 아픈 근현대사를 객관적으로 잘 묘사해 주셔서 감사합니다~~~,10,2017.10.07,택시운전사
비극이 아니라 즐거운 그러니까 해학같았다.,5,2017.10.07,택시운전사
뻔한  주제에 송강호식 연기는 쉽게 결말이 예측되더라. 한국 영화계는 퇴보하고 있다 . 이런건  방송사  제작 다큐 수준에  배우만 넣고  거져먹는 수준.. 만원주고 보기엔  아깝다,1,2017.10.07,택시운전사
그래도 시선이 나쁘지 않았다,7,2017.10.07,택시운전사
가슴 아픈 역사지만... 극적인 부분도 넘 많고 작위적인...설정에... 신파쪽으로 빠진듯해서 안타깝다..,6,2017.10.07,택시운전사
영화적 재미와 실화를 바탕으로 했다는 점이 놀라울뿐...이 비극적인 사건을 알리는계기가 택시기사와 독일기자라는 사실에...감사의 인사를 드린다...더이상 이런비극 은 절대로 일어나지 말기를...,8,2017.10.07,택시운전사
광주가 왜 그런 시련을 겪었는지도 좀 알려주어야 하지 않았을까..,7,2017.10.07,택시운전사
정권이 안 바꼈으면 묻힐 뻔한 영화네요 실제주인공들과  영화에 참여해준 영화인들  또한  기여한 바  크네요 우리가 누리는 민주주의는 계절 바뀌듯이 주어진건 아니었음을  돌이켜보게하네요,9,2017.10.06,택시운전사
우리의 자랑스러운 역사가 고스란히 녹아있는 영화. 심지어  영화 속 내용은 지극히 일부라는 게 대반전.  아직도 고통받고 있을 유가족분들에게 깊은 위로를 전하는 바이다.,10,2017.10.06,택시운전사
감사합니다. 그날의 광주시민들과 독일기자 그리고 지금의 감독과 송강호외의 배우들,10,2017.10.06,택시운전사
MOON 某氏는..정말 全 某氏랑 다를 바가 없는 인물이다..이 영화를 보신 분은 과거의 아픔과 현재의 XX같은 상황에 같이 아파해야한다.,10,2017.10.06,택시운전사
실제 사실에 입각하여 감독이 충분히 사실을 극대화하여 5.18민주화운동을 마주하지 못했던 관객에게 한발더 다가선 작품이고 우리의 역사를 이야기 했다,8,2017.10.06,택시운전사
이 시국에 이 연기자로...좀 아쉬운 부분이 많다 차라리 화려한 휴가에 1점은 더 줘야 한다는게 개인적 소견. 특히 택시 추격씬은... 정말 너무 아쉽다 어디선가 제임스본드가 나타날것 같은 화려한 추격씬은 정말 최악이었다 도데체 누가 이영화에 이리도 높은 평점을 줬는지  의문임 그래도 못볼정도는 아니니 7점,7,2017.10.06,택시운전사
벌받아야 할 놈들이 국민들 세금으로 떵떵 거리며 살고있고 아직도 생각이 다르면 빨갱이라고 지껄이는 보수 꼴통들이 소름끼친다  죄를진 놈들이 합당한벌을 받았으면 좋겠다,10,2017.10.06,택시운전사
대한민국의 아픈 역사 이런 개샛키들,10,2017.10.06,택시운전사
절대 잊어서는 안 될 5.18민주화 운동...,10,2017.10.06,택시운전사
이미  알려진 내용 사실들이라서  그런지 새로운 느낌은 없네요.,5,2017.10.06,택시운전사
감동,10,2017.10.06,택시운전사
재밌어요,10,2017.10.06,택시운전사
화려한휴가 이후 너무 재미있게본 518 영화이다. 전두환 이하 그 밑의 추종세력의 구속을 바라며...,10,2017.10.05,택시운전사
별점테러 극혐이다  양심좀 있어라  노답들아~ 10점 영화임 강추,10,2017.10.05,택시운전사
정말  제대로 만든  광주 민주화 운동 영화를 기다리며...,7,2017.10.05,택시운전사
다 좋은데 마지막에 차량 추격전은 좀  어색했다.  장르가 갑자기 미국 액션영화로 바뀐 느낌이라.,8,2017.10.05,택시운전사
"웃음과 감동이 적절하게 조화된 영화, 관람내내 관객들의 몰입을 오랜만에 느낀 영화!!!풍풍 울렀습니다",10,2017.10.05,택시운전사
영화 그 이상의 의미,8,2017.10.05,택시운전사
슬픈역사 돌아보며 눈물 지었지요...,8,2017.10.05,택시운전사
독일기자와 택시운전사로 인해 5.18민주항쟁을 우리가 알수 있는 계기가 되었다는 것에 조첨을 맞춘 영화지만 그날의 젊은이들 피와 눈물 그리고 절규를 통해 지금 내가 내 목소리를 낼수 있는 것에 감사하다...민주주의를 묵살 하기위해  국민을 우롱하고 언론까지 통제한 파렴치한 독재자 역사는 박제 되것이 아닌 ing.,8,2017.10.05,택시운전사
"시민군들과 총기류는 시위대와 피펫으로 바꾸고. 머리가 박살나고 피멍든 시민군들의 얼굴은  선혈과 부은눈으로 바꾸고. 시민군의 돌진하던 버스에 깔려죽은 군경들은 없고, 남편이 걱정되어 집밖으로 나왔다가 총맞아죽은 임산부도 없고 아수라장 같았던 그날은 사라지고 , 그져  정체모를 택시운전사의 무용담.",4,2017.10.04,택시운전사
30대후반인 저에겐 정말 재미있고 잘만든 영화라고 생각했지만. 20대 초반에 여친에겐 그냥 그렇다는 평이었다..,10,2017.10.04,택시운전사
초등학생 아이와 함께 보았는데 아이도 너무 감동적이였다고 하고 나도 마찬가지였다. 만족스러웠지만 끝부분에 다른 택시운전사분들이 우르르 나오는 장면은 극적인 요소를 넣기 위함이였어도 과한 장면이였다고 생각된다.,8,2017.10.04,택시운전사
실제 택시운전사를 찾게 되어 기쁘다...,10,2017.10.04,택시운전사
내가 가보지 못한 광주의 그 날에 무슨 일들이 있었는가? 생지옥 같던 그곳에 사람들은 어떻게 살고 있었을까? 이러한 상상질문에 택시운전수와 외국기자가 들어가서 보고 느낀 것을 관객들에게 전해준다. 아직도 논란이 되고 있는 우리의 아픈 역사에 어떤일이 실제 있었는지 생각해볼 수 있는 영화.,10,2017.10.04,택시운전사
"광주항쟁을 세계에 알렸던 독일 기자와 한국인 택시 운전사의 실화 영웅담을 담아낸 작품! 광주항쟁을 본격적으로 다룬 2번째 한국영화지만, 적나라한 참상고발 대신, 따뜻한 분위기만을 고수한 점이 아쉽다. 예리하면서도 애매모호한 느낌! 감독 특유의 유머들과 현장감 속에서, 송강호와 크레취만의 멋진 팀웤이 빛난다.",9,2017.10.04,택시운전사
담담하게 그려낸 사실이 주는 감동!!!,9,2017.10.04,택시운전사
변호인과 더불어 최악의 영화 !!  정말 1개도 아깝다,1,2017.10.04,택시운전사
"역사적 사건에 대한 전형성과 막판 추격씬등 억지스런 점은 눈에 거슬렸지만,앤딩컷에 그를 찾고자 했던 힌츠팬터의 소원이 영화를 통해 이뤄졌고, 5.18 진상규명, 책임자 처벌등 영화의 사회적 기능을 잘 보여준 점에 감사하다.실제 김사복씨 다큐도 만들어졌으면 하고, 유족의 소원대로 힌츠팬터와 함께 하길~",8,2017.10.04,택시운전사
한번은 봐야하는 영화... 지금의 민주주의는 그분들덕분...,10,2017.10.04,택시운전사
부디 전두환과 군에 가담했던 모든 자들은 죽어서 지옥에서 영원히 고통 받길 바랍니다.,10,2017.10.04,택시운전사
자꾸 돌아보게 만드는 영화. 그들이 있어  지금의 우리가 있다.,10,2017.10.04,택시운전사
감사드립니다.,6,2017.10.03,택시운전사
아픈 역사를 사실적으로 다뤘다. 목숨을 걸고 널리 알려준 위르겐 힌츠페터와 김사복? 택시 기사님께 존경과 감사의 마음을 전하고 싶다. 초반의 루즈함을 후반부 가면서 모두 날려줬다.,9,2017.10.03,택시운전사
아프다....여전히 잘 살고 있는 그 자 때문에 더 아프다...,9,2017.10.03,택시운전사
정말 잘 봤습니다.,10,2017.10.03,택시운전사
잘 봤습니다..,10,2017.10.03,택시운전사
다큐적인 요소와 코믹 액션 오락적 요소가  거부감 없이 어우러져 감동과 영화적 재미를 놓치지 않아 좋았다. 너무 무겁지 않게 무거운 소재를 무게감 있게 잘 소화한 느낌. 전형적인 인간에의 시선과 관계들이 다소 지겹기는 했다.,8,2017.10.03,택시운전사
정말 잘 만들었네요 눈물이 찡,10,2017.10.03,택시운전사
참말로 짠한 영화 ~~ 민주주의는 피와 눈물을 먹고 자란다!!,9,2017.10.03,택시운전사
정치적인것과 영화라는 예술장르는 분리되어야 하거늘 우리나라는 늘상 이렇게 정치색과 함께 움직인다 태극기휘날리며가 국뽕영화라면 이거또한  대표적인 진보정권영화다 솔까말 송강호연기아니었으면 그냥 망한영화아닌가?여태나온 광주영화랑 다른게 없다,1,2017.10.03,택시운전사
너무 감동적이였고 5.18 민주화 운동을 부디 안잊어 줬으면 합니다,10,2017.10.03,택시운전사
5.18소재를 다룬 것 만으로 볼 가치가 있는 영화 하지만 잘 만들어진 영화는 아닌것 같다,7,2017.10.03,택시운전사
형식적인  드라마에  의존한  우리나라표 실화영화.,6,2017.10.03,택시운전사
광주의 진실을 밝혀야한다,10,2017.10.03,택시운전사
이게 정치색이라고? 멍청한 일베벌레들은  전 세계가 인정한 역사적 사실도 왜곡해서 본다.,10,2017.10.02,택시운전사
무고한  많은 사람들을  학살 하고도  멀쩡히  숨쉬고  있 는  군사정권 놈들  증오합니다,7,2017.10.02,택시운전사
송강호 연기 양아치 역할로 잘하던데 변호사부터 정치색이 들어가니 어색한게 초록물고기 신인때보다 못한 거 같습니다. 연기 실력이 원래 안되는건지.,4,2017.10.02,택시운전사
딸에게 줄 선물까지 샀지만 돌아갈 수밖에 없었던 그 미안함이 이 영화의 원동력일테다.,7,2017.10.02,택시운전사
역시 송강호님!! 그리고 모든 배우님들!!  영화기획 당시는 선택이 어려웠을 영환데 모두 존경합니다.  왜 기자역 배우가 본인 연기가 부끄러웠다는지 알수밖에없는 송강호님과 배우님들의 연기 최고입니다!,10,2017.10.02,택시운전사
"'그 때 그들이 어째서'라는 메시지없이, 현미경식 나열 서사. 시민들은 '이유없이 죽어가는' 총격 포르노의 대상이 되었다. 실제의 사건을 다루는 것은 그래서 더 엄중해야 하는 것. 관객이 많이 들어줬기에 망정이지, 감독은 부끄러워해야 한다.",1,2017.10.02,택시운전사
1995년도에 서울촌놈이 첨으로 광주에 업무를 보러갔다가 광주역에서 내려서  곧바로 택시를 탔다. 광주민주화운동에대해서 잘못알고있던 내게 택시기사 아저씨의 언행과 행동이 거칠어 이곳택시는 깡패들이네 하고 생각했는데. 영화를 보면서. 택시 기사님들이 그때 정말 대단한 일들을 하셨는지 오늘에야 처음 알게되었다,10,2017.10.02,택시운전사
MB 아니 두환이 쳐죽이고 싶다~~,9,2017.10.02,택시운전사
"마음같아서는 10점인데, 마지막 택시 추격씬 때문에 1점 깎았다. 소시민이 영웅화 되는 장면은 빗발치는 총탄 속에서도 부상당한 시민을 구하는 광주 시민들의 모습으로 충분히 그려졌다. 굳이 비현실적인 택시 추격씬을 넣어야 했을까. 나중에 감독판이 혹시 나오게 된다면, 몰입 방해하는 추격액션씬은 빼버렸으면 한다.",9,2017.10.02,택시운전사
마지막 힌츠 페터의 멘트는 나를 눈물나게 만들었다...,10,2017.10.02,택시운전사
역사는 기록되는데로 읽힌다. 힘들었던 시절의 영화기록 배우들에게 또 스템에게 감사하다.,8,2017.10.02,택시운전사
지금 이렇게 자유로이 살고 있는것은 그들같은 생각있는 사람들이 있기에 가능 한것임을...영화내용보다 너무 감사한 세상에 살고 있지만 그럼에도 언론의 거짓보도에 피해를 본 경험이 있기에 앞으로 더욱 언론의 진실성과 언론인들의 양심은 지켜져야 한다. 진실을 바로볼줄 아는 지혜로운 언론인들이 되어주세요,10,2017.10.02,택시운전사
"80년대에서  튀어 나온듯 한  류준열, 진짜 선한 광주시민 같은 유해진. 대체 할수 없는 배우 송강호. 제목에 집중한 영화,  그상황에 몰입할 수 있었던 영화네요.",9,2017.10.02,택시운전사
균형감있게 잘만들었네요.,8,2017.10.02,택시운전사
"그냥 적당히 볼만한 영화, 주제에 몰입되는 영화는 아니다.",6,2017.10.01,택시운전사
Good,10,2017.10.01,택시운전사
감동스럽고  5.18광주사태를 다시한번 일깨워준 택시운전사  잘 보았습니다.,10,2017.10.01,택시운전사
슬픔때문에 눈물이 난게 아니라 분노가 치밀어 눈물이 났다. 전두환을 사형에 처했어야만했다. 처참한 사실을 자세히 표현하지 않은건 아쉽지만  세대와 지역을 넘어서 진실과 실상을 더 널리 알리는 것만으로도 감사하다.,10,2017.10.01,택시운전사
제작자가 점쟁이네... 좌파정부로 정권 교체될지 어찌 알고 투자를 했댜?   솔까 군함도 보다 더 재미없다.  명량과 더불어 납득 안되는 천만 관객 동원.   개인적으로 재밌게 본 영화는 1080P로 소장하는데 이 영화는 아닌듯...,5,2017.10.01,택시운전사
잔잔한 감동을 주네요 마지막 인터뷰 장면은 인상적이었음 한번쯤 봐야할 영화같네요 다른사람 피눈물 흘리게하고 지금도 잘먹고 잘살고 있겠지 에혀..,9,2017.10.01,택시운전사
슬퍼,10,2017.10.01,택시운전사
자극적이더라도 좀더 사실적으로 표현해줬으면 했지만... 이정도도 감사하다!!   다음에 광주민주화운동 영화가 또 나온다면 그땐 좀 순화시키지 말고 사실적으로 표현해줬으면 좋겠다!!,10,2017.10.01,택시운전사
그당시 의식있는 대학생들이 유신정권과 전두환 독재에 반대하니 공수부대 출동시켜 과잉진압으로 무고한 사람들이 대량으로 죽은건 사실.  어릴때 내가 본거도 데모하던 대딩들이 군인들 피해 도망가던 모습...나쁜넘들..권력이 뭔지..그당시 대학생들 똑똑하고 용감했는데....요즘과 비교된다...,10,2017.10.01,택시운전사
무슨 말이 필요하겠노...,10,2017.10.01,택시운전사
발포 명령자를 반드시!!!,9,2017.10.01,택시운전사
"역시 소문대로 잘 나가다가 마지막이 조금 아쉽다.  근데 그 인간은 그런일을 저질러 놓고, 맘편히 잠 잘 자고 있겠지....",7,2017.10.01,택시운전사
너무 순화시킴. 그리고 후반부 차량 추격신 너무 허술함. 집중력 확 떨어짐 ; ; 영화 자체 완성도는 별룬데 배우들과 5.18을 다뤘다는 것 땜에 8점.,8,2017.10.01,택시운전사
똑똑히 보아라,10,2017.10.01,택시운전사
송강호를 비롯한 수많은 연기자 들에겐 찬사를 보낸다. 극적인 효과의 과다노출로 흐름의 급전직하 를 야기한다. 울다가 눈물이 뚝 멈추는 느낌 이랄까..,5,2017.10.01,택시운전사
피하고  싶은  역사.. 불과  40년도  안된  역사  배우들의 연기는  정말  좋았어요 5.18소재의  영화는   항상   아쉬어요  뭔가  더  이야기할수 있는데  더  그려낼수  있는데  표현못하는  느낌 ..  영화에  출연한  배우들이  추후에  정권이  바뀌더라도  피해를  입지  않길 바라요,6,2017.09.30,택시운전사
소재가 가진 힘이 이미 10점을 넘어선다. 소문대로 좋았으나 소문대로 마지막이 아쉬웠다.,8,2017.09.30,택시운전사
전두환 개자슥 보고있냐,9,2017.09.30,택시운전사
이 시대를 살아가는 대한민국 국민이라면 꼭 보아야 할 영화...,10,2017.09.30,택시운전사
5.18 정치적인 문제같은걸 다 떠나서   택시운전사와 독일기자의 실제 이야기.   그 자체로 너무 감동적임.   실화라는거. 그리고 그 둘이 만나지 못한 정답이 영화로 인해   밝혀졌다는것에 너무 큰 점수를 주고싶다.,10,2017.09.30,택시운전사
아직도  북한에서 온  빨갱이들의  폭동이라 말하는 정치인들과 뉴스가 거짓말 할리 없고 국가권력이 그럴리 없다 믿는 사람들...   그런 정치인들은 국민이 아닌 자신의 이익을 위해서 거짓을 말하는 부역자. 또  그들의 말을 믿는 많은 사람들은  참으로 어리석고 불쌍한 자들..,9,2017.09.30,택시운전사
대박 재미와 작품성을 다 잡은 작품 아 송강호 진짜 연기 잘한다 ..............,10,2017.09.30,택시운전사
"아,광주여...",9,2017.09.30,택시운전사
난 그때 초등학교 2학년.법원근처에 살았는데 총탄이 날아와 우리집 된장항아리를 깼다.밤새 들리던 총소리.조선대부속여고 건물옥상에 총들고 서있던 군인.잊을수 없다.,9,2017.09.30,택시운전사
영화보는 내내 챙피함도 잊은채 얼마나 울었는지 모른다  그 고립된 학살의 현장에서 그 누구의 도움도 받지 못한 채  잔인하게 죽어가야했던 시민들  그 처참한 광경에  스크린 속으로 뛰쳐 들어가 그 들을 도와주고 싶었다...  너무나 죄송하고 존경하고 고맙습니다,10,2017.09.30,택시운전사
"항상 광주 전라도 사람들에게 빚진 마음으로 살았었는데 ""조심해서 가시쇼잉 여긴 걱정하지 말고"" 아직도 돼내이게 만드는 이 명대사속에 그 이유가 함축되어 있었다.",10,2017.09.30,택시운전사
"역사영화는 외곡,미화 되지안게 제작되어야할듯합니다.. 군함도 보고 실망했는데...택시운전사보고 감동받았습니다...",10,2017.09.30,택시운전사
정말 오랜만에 눈물 흘리면서 봤네,9,2017.09.30,택시운전사
영화가 과장됬다는 리뷰도 간혹 보이는데...실제 5.18은  그보다 더 참혹 했다.....,10,2017.09.30,택시운전사
살인마 독재자 전두환은 반드시 사형에 처해야 한다..역사를 바로잡기 위해서라도..,9,2017.09.30,택시운전사
전두환을 역사 범죄자로  다시  법정에  세워야 한다,10,2017.09.30,택시운전사
민주주의는 공짜로 이뤄지지 않는다,10,2017.09.30,택시운전사
내 동생이  이때  어머니 몸안에 있었고  광주에있었다.  어머니는 전쟁과같아서 동생이 태어니는걸 못보게될지도모른다고 생각했다고하셨고 이일이 있은후 또디시 이런 탄압을 자식들인 우리가받을까봐  서울로 이사오셨다.  광주시민은 한국 민주화의 영웅이고 역사고 피해자다.,10,2017.09.30,택시운전사
이 영화를 보고 국뽕이니 하는 사람들은 집적 안 격어봐서 그런다 난 어렸지만 그때의 상황들이 생생하게 기억한다 잊지말자 그날의 일을,10,2017.09.30,택시운전사
